"도로형태별","시간대별","월별","항목","단위","2017 년","2018 년","2019 년","2020 년","2021 년",
"교차로내","16시-18시","전체","사고건수[건]","건","7693","8097","8868","8223","8156",
"교차로내","16시-18시","전체","사망자수[명]","명","85","80","72","59","66",
"교차로내","16시-18시","전체","부상자수[명]","명","11858","12473","13791","12527","12160",
"교차로내","16시-18시","1월","사고건수[건]","건","545","558","606","634","549",
"교차로내","16시-18시","1월","사망자수[명]","명","7","3","6","6","3",
"교차로내","16시-18시","1월","부상자수[명]","명","898","855","962","982","799",
"교차로내","16시-18시","2월","사고건수[건]","건","474","487","520","568","573",
"교차로내","16시-18시","2월","사망자수[명]","명","5","4","2","4","2",
"교차로내","16시-18시","2월","부상자수[명]","명","710","815","834","876","922",
"교차로내","16시-18시","3월","사고건수[건]","건","523","621","659","570","654",
"교차로내","16시-18시","3월","사망자수[명]","명","4","6","3","7","5",
"교차로내","16시-18시","3월","부상자수[명]","명","787","956","1037","921","994",
"교차로내","16시-18시","4월","사고건수[건]","건","605","672","770","635","709",
"교차로내","16시-18시","4월","사망자수[명]","명","6","9","7","2","7",
"교차로내","16시-18시","4월","부상자수[명]","명","975","996","1212","969","1080",
"교차로내","16시-18시","5월","사고건수[건]","건","697","689","865","685","700",
"교차로내","16시-18시","5월","사망자수[명]","명","8","4","6","4","5",
"교차로내","16시-18시","5월","부상자수[명]","명","1088","1070","1339","1064","1053",
"교차로내","16시-18시","6월","사고건수[건]","건","730","760","765","779","784",
"교차로내","16시-18시","6월","사망자수[명]","명","5","5","8","7","6",
"교차로내","16시-18시","6월","부상자수[명]","명","1089","1169","1238","1183","1199",
"교차로내","16시-18시","7월","사고건수[건]","건","682","736","790","703","776",
"교차로내","16시-18시","7월","사망자수[명]","명","9","6","3","4","5",
"교차로내","16시-18시","7월","부상자수[명]","명","1044","1130","1198","1093","1117",
"교차로내","16시-18시","8월","사고건수[건]","건","660","701","797","714","615",
"교차로내","16시-18시","8월","사망자수[명]","명","5","12","8","6","5",
"교차로내","16시-18시","8월","부상자수[명]","명","1010","1046","1237","1111","935",
"교차로내","16시-18시","9월","사고건수[건]","건","760","727","727","739","691",
"교차로내","16시-18시","9월","사망자수[명]","명","9","5","5","3","7",
"교차로내","16시-18시","9월","부상자수[명]","명","1174","1143","1167","1098","1019",
"교차로내","16시-18시","10월","사고건수[건]","건","655","745","793","788","675",
"교차로내","16시-18시","10월","사망자수[명]","명","6","8","9","7","8",
"교차로내","16시-18시","10월","부상자수[명]","명","1004","1162","1198","1167","985",
"교차로내","16시-18시","11월","사고건수[건]","건","740","701","832","716","751",
"교차로내","16시-18시","11월","사망자수[명]","명","12","9","7","5","8",
"교차로내","16시-18시","11월","부상자수[명]","명","1145","1064","1256","1048","1106",
"교차로내","16시-18시","12월","사고건수[건]","건","622","700","744","692","679",
"교차로내","16시-18시","12월","사망자수[명]","명","9","9","8","4","5",
"교차로내","16시-18시","12월","부상자수[명]","명","934","1067","1113","1015","951",
"교차로내","18시-20시","전체","사고건수[건]","건","8218","8662","9953","9396","9089",
"교차로내","18시-20시","전체","사망자수[명]","명","89","73","77","62","61",
"교차로내","18시-20시","전체","부상자수[명]","명","12475","12848","14987","13731","13010",
"교차로내","18시-20시","1월","사고건수[건]","건","692","723","766","817","803",
"교차로내","18시-20시","1월","사망자수[명]","명","6","2","8","7","5",
"교차로내","18시-20시","1월","부상자수[명]","명","1039","1061","1136","1226","1134",
"교차로내","18시-20시","2월","사고건수[건]","건","573","638","698","708","699",
"교차로내","18시-20시","2월","사망자수[명]","명","10","6","5","3","6",
"교차로내","18시-20시","2월","부상자수[명]","명","896","961","1113","1038","1031",
"교차로내","18시-20시","3월","사고건수[건]","건","659","659","767","639","713",
"교차로내","18시-20시","3월","사망자수[명]","명","9","4","9","3","6",
"교차로내","18시-20시","3월","부상자수[명]","명","994","1001","1140","936","1016",
"교차로내","18시-20시","4월","사고건수[건]","건","620","646","737","656","778",
"교차로내","18시-20시","4월","사망자수[명]","명","5","6","1","4","6",
"교차로내","18시-20시","4월","부상자수[명]","명","978","988","1129","966","1139",
"교차로내","18시-20시","5월","사고건수[건]","건","600","649","801","716","661",
"교차로내","18시-20시","5월","사망자수[명]","명","6","5","9","6","5",
"교차로내","18시-20시","5월","부상자수[명]","명","909","982","1233","1070","969",
"교차로내","18시-20시","6월","사고건수[건]","건","634","655","691","760","655",
"교차로내","18시-20시","6월","사망자수[명]","명","3","4","8","3","2",
"교차로내","18시-20시","6월","부상자수[명]","명","963","978","1016","1162","943",
"교차로내","18시-20시","7월","사고건수[건]","건","654","737","808","722","730",
"교차로내","18시-20시","7월","사망자수[명]","명","7","4","5","5","1",
"교차로내","18시-20시","7월","부상자수[명]","명","1018","1103","1269","1014","1066",
"교차로내","18시-20시","8월","사고건수[건]","건","682","644","842","751","694",
"교차로내","18시-20시","8월","사망자수[명]","명","3","5","5","4","5",
"교차로내","18시-20시","8월","부상자수[명]","명","1058","928","1327","1155","974",
"교차로내","18시-20시","9월","사고건수[건]","건","804","722","898","800","712",
"교차로내","18시-20시","9월","사망자수[명]","명","6","10","5","9","6",
"교차로내","18시-20시","9월","부상자수[명]","명","1204","1086","1337","1173","1007",
"교차로내","18시-20시","10월","사고건수[건]","건","750","901","1033","926","901",
"교차로내","18시-20시","10월","사망자수[명]","명","7","10","9","3","4",
"교차로내","18시-20시","10월","부상자수[명]","명","1143","1326","1500","1367","1307",
"교차로내","18시-20시","11월","사고건수[건]","건","805","890","1001","973","912",
"교차로내","18시-20시","11월","사망자수[명]","명","15","9","6","7","6",
"교차로내","18시-20시","11월","부상자수[명]","명","1202","1260","1451","1372","1290",
"교차로내","18시-20시","12월","사고건수[건]","건","745","798","911","928","831",
"교차로내","18시-20시","12월","사망자수[명]","명","12","8","7","8","9",
"교차로내","18시-20시","12월","부상자수[명]","명","1071","1174","1336","1252","1134",
"교차로내","20시-22시","전체","사고건수[건]","건","6176","6225","6759","6460","6193",
"교차로내","20시-22시","전체","사망자수[명]","명","55","57","67","43","51",
"교차로내","20시-22시","전체","부상자수[명]","명","9579","9579","10437","9962","9055",
"교차로내","20시-22시","1월","사고건수[건]","건","477","459","497","528","581",
"교차로내","20시-22시","1월","사망자수[명]","명","1","6","6","4","5",
"교차로내","20시-22시","1월","부상자수[명]","명","776","702","744","834","829",
"교차로내","20시-22시","2월","사고건수[건]","건","447","471","418","524","476",
"교차로내","20시-22시","2월","사망자수[명]","명","7","1","2","4","6",
"교차로내","20시-22시","2월","부상자수[명]","명","655","749","695","772","729",
"교차로내","20시-22시","3월","사고건수[건]","건","533","512","582","464","499",
"교차로내","20시-22시","3월","사망자수[명]","명","3","5","4","4","0",
"교차로내","20시-22시","3월","부상자수[명]","명","804","794","897","684","763",
"교차로내","20시-22시","4월","사고건수[건]","건","545","570","602","460","568",
"교차로내","20시-22시","4월","사망자수[명]","명","4","9","8","2","7",
"교차로내","20시-22시","4월","부상자수[명]","명","836","841","945","728","818",
"교차로내","20시-22시","5월","사고건수[건]","건","514","564","629","554","540",
"교차로내","20시-22시","5월","사망자수[명]","명","5","3","6","3","5",
"교차로내","20시-22시","5월","부상자수[명]","명","819","886","960","904","767",
"교차로내","20시-22시","6월","사고건수[건]","건","527","520","591","612","508",
"교차로내","20시-22시","6월","사망자수[명]","명","6","6","3","2","3",
"교차로내","20시-22시","6월","부상자수[명]","명","802","804","843","950","755",
"교차로내","20시-22시","7월","사고건수[건]","건","523","530","562","591","549",
"교차로내","20시-22시","7월","사망자수[명]","명","4","7","6","5","7",
"교차로내","20시-22시","7월","부상자수[명]","명","793","826","860","933","800",
"교차로내","20시-22시","8월","사고건수[건]","건","555","540","620","575","594",
"교차로내","20시-22시","8월","사망자수[명]","명","6","1","5","6","7",
"교차로내","20시-22시","8월","부상자수[명]","명","871","851","996","948","884",
"교차로내","20시-22시","9월","사고건수[건]","건","574","514","555","540","496",
"교차로내","20시-22시","9월","사망자수[명]","명","7","6","4","2","2",
"교차로내","20시-22시","9월","부상자수[명]","명","892","800","879","793","683",
"교차로내","20시-22시","10월","사고건수[건]","건","504","518","590","545","450",
"교차로내","20시-22시","10월","사망자수[명]","명","5","3","10","2","5",
"교차로내","20시-22시","10월","부상자수[명]","명","802","781","896","844","678",
"교차로내","20시-22시","11월","사고건수[건]","건","511","544","574","518","455",
"교차로내","20시-22시","11월","사망자수[명]","명","2","6","5","3","2",
"교차로내","20시-22시","11월","부상자수[명]","명","802","813","839","762","658",
"교차로내","20시-22시","12월","사고건수[건]","건","466","483","539","549","477",
"교차로내","20시-22시","12월","사망자수[명]","명","5","4","8","6","2",
"교차로내","20시-22시","12월","부상자수[명]","명","727","732","883","810","691",
"교차로내","22시-24시","전체","사고건수[건]","건","4788","4824","4743","4356","4082",
"교차로내","22시-24시","전체","사망자수[명]","명","44","44","39","45","41",
"교차로내","22시-24시","전체","부상자수[명]","명","7701","7776","7625","6860","6267",
"교차로내","22시-24시","1월","사고건수[건]","건","400","406","378","373","241",
"교차로내","22시-24시","1월","사망자수[명]","명","0","2","5","4","5",
"교차로내","22시-24시","1월","부상자수[명]","명","618","603","582","604","353",
"교차로내","22시-24시","2월","사고건수[건]","건","330","397","323","358","331",
"교차로내","22시-24시","2월","사망자수[명]","명","1","3","5","3","3",
"교차로내","22시-24시","2월","부상자수[명]","명","529","648","535","545","515",
"교차로내","22시-24시","3월","사고건수[건]","건","428","437","383","324","325",
"교차로내","22시-24시","3월","사망자수[명]","명","2","6","0","3","3",
"교차로내","22시-24시","3월","부상자수[명]","명","718","659","631","512","511",
"교차로내","22시-24시","4월","사고건수[건]","건","392","376","446","341","382",
"교차로내","22시-24시","4월","사망자수[명]","명","5","5","1","3","0",
"교차로내","22시-24시","4월","부상자수[명]","명","652","622","695","523","604",
"교차로내","22시-24시","5월","사고건수[건]","건","397","411","427","395","340",
"교차로내","22시-24시","5월","사망자수[명]","명","7","2","4","4","3",
"교차로내","22시-24시","5월","부상자수[명]","명","636","700","679","608","526",
"교차로내","22시-24시","6월","사고건수[건]","건","433","417","385","394","418",
"교차로내","22시-24시","6월","사망자수[명]","명","2","6","3","6","3",
"교차로내","22시-24시","6월","부상자수[명]","명","691","658","626","658","687",
"교차로내","22시-24시","7월","사고건수[건]","건","426","404","448","454","376",
"교차로내","22시-24시","7월","사망자수[명]","명","7","0","5","2","3",
"교차로내","22시-24시","7월","부상자수[명]","명","680","729","726","709","561",
"교차로내","22시-24시","8월","사고건수[건]","건","412","412","439","411","330",
"교차로내","22시-24시","8월","사망자수[명]","명","6","3","2","4","6",
"교차로내","22시-24시","8월","부상자수[명]","명","680","674","732","634","470",
"교차로내","22시-24시","9월","사고건수[건]","건","396","401","353","326","327",
"교차로내","22시-24시","9월","사망자수[명]","명","6","3","3","7","5",
"교차로내","22시-24시","9월","부상자수[명]","명","613","647","587","498","501",
"교차로내","22시-24시","10월","사고건수[건]","건","371","374","391","350","383",
"교차로내","22시-24시","10월","사망자수[명]","명","2","5","5","2","6",
"교차로내","22시-24시","10월","부상자수[명]","명","591","585","629","597","580",
"교차로내","22시-24시","11월","사고건수[건]","건","400","388","378","318","335",
"교차로내","22시-24시","11월","사망자수[명]","명","4","5","1","3","0",
"교차로내","22시-24시","11월","부상자수[명]","명","619","618","602","507","514",
"교차로내","22시-24시","12월","사고건수[건]","건","403","401","392","312","294",
"교차로내","22시-24시","12월","사망자수[명]","명","2","4","5","4","4",
"교차로내","22시-24시","12월","부상자수[명]","명","674","633","601","465","445",
"철길건널목","06시-08시","전체","사고건수[건]","건","","","1","","",
"철길건널목","06시-08시","전체","사망자수[명]","명","","","2","","",
"철길건널목","06시-08시","전체","부상자수[명]","명","","","0","","",
"철길건널목","06시-08시","9월","사고건수[건]","건","","","1","","",
"철길건널목","06시-08시","9월","사망자수[명]","명","","","2","","",
"철길건널목","06시-08시","9월","부상자수[명]","명","","","0","","",
"철길건널목","08시-10시","전체","사고건수[건]","건","1","","2","","",
"철길건널목","08시-10시","전체","사망자수[명]","명","0","","0","","",
"철길건널목","08시-10시","전체","부상자수[명]","명","2","","2","","",
"철길건널목","08시-10시","3월","사고건수[건]","건","","","1","","",
"철길건널목","08시-10시","3월","사망자수[명]","명","","","0","","",
"철길건널목","08시-10시","3월","부상자수[명]","명","","","1","","",
"철길건널목","08시-10시","8월","사고건수[건]","건","","","1","","",
"철길건널목","08시-10시","8월","사망자수[명]","명","","","0","","",
"철길건널목","08시-10시","8월","부상자수[명]","명","","","1","","",
"철길건널목","08시-10시","12월","사고건수[건]","건","1","","","","",
"철길건널목","08시-10시","12월","사망자수[명]","명","0","","","","",
"철길건널목","08시-10시","12월","부상자수[명]","명","2","","","","",
"철길건널목","10시-12시","전체","사고건수[건]","건","2","1","","","",
"철길건널목","10시-12시","전체","사망자수[명]","명","1","1","","","",
"철길건널목","10시-12시","전체","부상자수[명]","명","1","0","","","",
"철길건널목","10시-12시","6월","사고건수[건]","건","","1","","","",
"철길건널목","10시-12시","6월","사망자수[명]","명","","1","","","",
"철길건널목","10시-12시","6월","부상자수[명]","명","","0","","","",
"철길건널목","10시-12시","7월","사고건수[건]","건","1","","","","",
"철길건널목","10시-12시","7월","사망자수[명]","명","1","","","","",
"철길건널목","10시-12시","7월","부상자수[명]","명","0","","","","",
"철길건널목","10시-12시","12월","사고건수[건]","건","1","","","","",
"철길건널목","10시-12시","12월","사망자수[명]","명","0","","","","",
"철길건널목","10시-12시","12월","부상자수[명]","명","1","","","","",
"철길건널목","12시-14시","전체","사고건수[건]","건","","","1","1","",
"철길건널목","12시-14시","전체","사망자수[명]","명","","","0","0","",
"철길건널목","12시-14시","전체","부상자수[명]","명","","","2","2","",
"철길건널목","12시-14시","7월","사고건수[건]","건","","","1","","",
"철길건널목","12시-14시","7월","사망자수[명]","명","","","0","","",
"철길건널목","12시-14시","7월","부상자수[명]","명","","","2","","",
"철길건널목","12시-14시","10월","사고건수[건]","건","","","","1","",
"철길건널목","12시-14시","10월","사망자수[명]","명","","","","0","",
"철길건널목","12시-14시","10월","부상자수[명]","명","","","","2","",
"철길건널목","14시-16시","전체","사고건수[건]","건","","2","2","","",
"철길건널목","14시-16시","전체","사망자수[명]","명","","1","0","","",
"철길건널목","14시-16시","전체","부상자수[명]","명","","6","2","","",
"철길건널목","14시-16시","2월","사고건수[건]","건","","1","1","","",
"철길건널목","14시-16시","2월","사망자수[명]","명","","1","0","","",
"철길건널목","14시-16시","2월","부상자수[명]","명","","0","1","","",
"철길건널목","14시-16시","6월","사고건수[건]","건","","","1","","",
"철길건널목","14시-16시","6월","사망자수[명]","명","","","0","","",
"철길건널목","14시-16시","6월","부상자수[명]","명","","","1","","",
"철길건널목","14시-16시","10월","사고건수[건]","건","","1","","","",
"철길건널목","14시-16시","10월","사망자수[명]","명","","0","","","",
"철길건널목","14시-16시","10월","부상자수[명]","명","","6","","","",
"철길건널목","18시-20시","전체","사고건수[건]","건","","","1","","1",
"철길건널목","18시-20시","전체","사망자수[명]","명","","","0","","0",
"철길건널목","18시-20시","전체","부상자수[명]","명","","","1","","1",
"철길건널목","18시-20시","8월","사고건수[건]","건","","","","","1",
"철길건널목","18시-20시","8월","사망자수[명]","명","","","","","0",
"철길건널목","18시-20시","8월","부상자수[명]","명","","","","","1",
"철길건널목","18시-20시","10월","사고건수[건]","건","","","1","","",
"철길건널목","18시-20시","10월","사망자수[명]","명","","","0","","",
"철길건널목","18시-20시","10월","부상자수[명]","명","","","1","","",
"철길건널목","20시-22시","전체","사고건수[건]","건","","","","1","",
"철길건널목","20시-22시","전체","사망자수[명]","명","","","","1","",
"철길건널목","20시-22시","전체","부상자수[명]","명","","","","0","",
"철길건널목","20시-22시","6월","사고건수[건]","건","","","","1","",
"철길건널목","20시-22시","6월","사망자수[명]","명","","","","1","",
"철길건널목","20시-22시","6월","부상자수[명]","명","","","","0","",
"철길건널목","22시-24시","전체","사고건수[건]","건","","","1","1","",
"철길건널목","22시-24시","전체","사망자수[명]","명","","","0","0","",
"철길건널목","22시-24시","전체","부상자수[명]","명","","","6","1","",
"철길건널목","22시-24시","5월","사고건수[건]","건","","","","1","",
"철길건널목","22시-24시","5월","사망자수[명]","명","","","","0","",
"철길건널목","22시-24시","5월","부상자수[명]","명","","","","1","",
"철길건널목","22시-24시","10월","사고건수[건]","건","","","1","","",
"철길건널목","22시-24시","10월","사망자수[명]","명","","","0","","",
"철길건널목","22시-24시","10월","부상자수[명]","명","","","6","","",
"기타/불명","00시-02시","전체","사고건수[건]","건","334","396","374","385","377",
"기타/불명","00시-02시","전체","사망자수[명]","명","7","13","11","12","13",
"기타/불명","00시-02시","전체","부상자수[명]","명","466","533","531","508","487",
"기타/불명","00시-02시","1월","사고건수[건]","건","23","39","29","31","19",
"기타/불명","00시-02시","1월","사망자수[명]","명","0","1","0","0","1",
"기타/불명","00시-02시","1월","부상자수[명]","명","28","58","46","40","22",
"기타/불명","00시-02시","2월","사고건수[건]","건","17","40","26","30","17",
"기타/불명","00시-02시","2월","사망자수[명]","명","1","1","1","2","0",
"기타/불명","00시-02시","2월","부상자수[명]","명","20","64","36","37","25",
"기타/불명","00시-02시","3월","사고건수[건]","건","25","28","33","32","36",
"기타/불명","00시-02시","3월","사망자수[명]","명","2","0","1","3","1",
"기타/불명","00시-02시","3월","부상자수[명]","명","25","36","44","42","54",
"기타/불명","00시-02시","4월","사고건수[건]","건","27","28","22","36","39",
"기타/불명","00시-02시","4월","사망자수[명]","명","0","0","1","0","2",
"기타/불명","00시-02시","4월","부상자수[명]","명","32","38","25","50","51",
"기타/불명","00시-02시","5월","사고건수[건]","건","35","37","34","41","31",
"기타/불명","00시-02시","5월","사망자수[명]","명","0","0","1","0","2",
"기타/불명","00시-02시","5월","부상자수[명]","명","50","48","48","59","38",
"기타/불명","00시-02시","6월","사고건수[건]","건","26","36","32","35","32",
"기타/불명","00시-02시","6월","사망자수[명]","명","1","1","1","0","1",
"기타/불명","00시-02시","6월","부상자수[명]","명","38","49","43","47","41",
"기타/불명","00시-02시","7월","사고건수[건]","건","31","34","32","25","39",
"기타/불명","00시-02시","7월","사망자수[명]","명","1","3","2","1","0",
"기타/불명","00시-02시","7월","부상자수[명]","명","58","46","41","29","47",
"기타/불명","00시-02시","8월","사고건수[건]","건","24","32","35","36","21",
"기타/불명","00시-02시","8월","사망자수[명]","명","0","2","2","2","1",
"기타/불명","00시-02시","8월","부상자수[명]","명","37","42","45","58","27",
"기타/불명","00시-02시","9월","사고건수[건]","건","30","35","23","36","29",
"기타/불명","00시-02시","9월","사망자수[명]","명","0","3","1","0","1",
"기타/불명","00시-02시","9월","부상자수[명]","명","44","36","31","45","37",
"기타/불명","00시-02시","10월","사고건수[건]","건","26","22","32","44","22",
"기타/불명","00시-02시","10월","사망자수[명]","명","0","2","0","3","1",
"기타/불명","00시-02시","10월","부상자수[명]","명","38","27","52","56","30",
"기타/불명","00시-02시","11월","사고건수[건]","건","26","34","32","25","50",
"기타/불명","00시-02시","11월","사망자수[명]","명","1","0","1","0","1",
"기타/불명","00시-02시","11월","부상자수[명]","명","38","44","51","30","64",
"기타/불명","00시-02시","12월","사고건수[건]","건","44","31","44","14","42",
"기타/불명","00시-02시","12월","사망자수[명]","명","1","0","0","1","2",
"기타/불명","00시-02시","12월","부상자수[명]","명","58","45","69","15","51",
"기타/불명","02시-04시","전체","사고건수[건]","건","193","241","226","199","166",
"기타/불명","02시-04시","전체","사망자수[명]","명","10","5","5","0","8",
"기타/불명","02시-04시","전체","부상자수[명]","명","278","333","286","295","207",
"기타/불명","02시-04시","1월","사고건수[건]","건","17","21","13","14","6",
"기타/불명","02시-04시","1월","사망자수[명]","명","0","0","0","0","0",
"기타/불명","02시-04시","1월","부상자수[명]","명","28","34","14","25","6",
"기타/불명","02시-04시","2월","사고건수[건]","건","10","18","15","16","11",
"기타/불명","02시-04시","2월","사망자수[명]","명","0","1","1","0","0",
"기타/불명","02시-04시","2월","부상자수[명]","명","10","28","18","24","16",
"기타/불명","02시-04시","3월","사고건수[건]","건","12","18","16","11","16",
"기타/불명","02시-04시","3월","사망자수[명]","명","0","0","0","0","2",
"기타/불명","02시-04시","3월","부상자수[명]","명","19","25","21","18","16",
"기타/불명","02시-04시","4월","사고건수[건]","건","19","22","19","22","16",
"기타/불명","02시-04시","4월","사망자수[명]","명","1","1","0","0","0",
"기타/불명","02시-04시","4월","부상자수[명]","명","25","28","20","39","21",
"기타/불명","02시-04시","5월","사고건수[건]","건","21","22","14","13","12",
"기타/불명","02시-04시","5월","사망자수[명]","명","0","0","0","0","0",
"기타/불명","02시-04시","5월","부상자수[명]","명","34","27","23","19","15",
"기타/불명","02시-04시","6월","사고건수[건]","건","12","18","21","19","20",
"기타/불명","02시-04시","6월","사망자수[명]","명","0","0","1","0","0",
"기타/불명","02시-04시","6월","부상자수[명]","명","23","22","29","24","25",
"기타/불명","02시-04시","7월","사고건수[건]","건","13","21","16","13","17",
"기타/불명","02시-04시","7월","사망자수[명]","명","1","0","0","0","1",
"기타/불명","02시-04시","7월","부상자수[명]","명","13","37","23","19","19",
"기타/불명","02시-04시","8월","사고건수[건]","건","21","26","21","17","13",
"기타/불명","02시-04시","8월","사망자수[명]","명","2","1","0","0","2",
"기타/불명","02시-04시","8월","부상자수[명]","명","25","30","33","20","17",
"기타/불명","02시-04시","9월","사고건수[건]","건","19","18","27","26","8",
"기타/불명","02시-04시","9월","사망자수[명]","명","2","0","1","0","0",
"기타/불명","02시-04시","9월","부상자수[명]","명","28","27","30","37","9",
"기타/불명","02시-04시","10월","사고건수[건]","건","12","24","13","26","9",
"기타/불명","02시-04시","10월","사망자수[명]","명","0","1","0","0","1",
"기타/불명","02시-04시","10월","부상자수[명]","명","17","34","16","38","10",
"기타/불명","02시-04시","11월","사고건수[건]","건","15","12","26","18","26",
"기타/불명","02시-04시","11월","사망자수[명]","명","3","0","0","0","1",
"기타/불명","02시-04시","11월","부상자수[명]","명","18","21","30","27","35",
"기타/불명","02시-04시","12월","사고건수[건]","건","22","21","25","4","12",
"기타/불명","02시-04시","12월","사망자수[명]","명","1","1","2","0","1",
"기타/불명","02시-04시","12월","부상자수[명]","명","38","20","29","5","18",
"기타/불명","04시-06시","전체","사고건수[건]","건","177","231","229","239","220",
"기타/불명","04시-06시","전체","사망자수[명]","명","6","15","5","7","14",
"기타/불명","04시-06시","전체","부상자수[명]","명","229","310","304","306","279",
"기타/불명","04시-06시","1월","사고건수[건]","건","13","10","19","16","9",
"기타/불명","04시-06시","1월","사망자수[명]","명","0","0","1","1","0",
"기타/불명","04시-06시","1월","부상자수[명]","명","21","15","38","25","9",
"기타/불명","04시-06시","2월","사고건수[건]","건","13","14","10","16","15",
"기타/불명","04시-06시","2월","사망자수[명]","명","0","1","0","0","0",
"기타/불명","04시-06시","2월","부상자수[명]","명","15","15","15","18","17",
"기타/불명","04시-06시","3월","사고건수[건]","건","6","21","12","19","25",
"기타/불명","04시-06시","3월","사망자수[명]","명","0","1","0","0","0",
"기타/불명","04시-06시","3월","부상자수[명]","명","11","45","13","29","39",
"기타/불명","04시-06시","4월","사고건수[건]","건","16","19","17","21","13",
"기타/불명","04시-06시","4월","사망자수[명]","명","0","3","0","2","1",
"기타/불명","04시-06시","4월","부상자수[명]","명","20","23","19","22","16",
"기타/불명","04시-06시","5월","사고건수[건]","건","18","19","25","20","25",
"기타/불명","04시-06시","5월","사망자수[명]","명","1","1","0","1","2",
"기타/불명","04시-06시","5월","부상자수[명]","명","19","21","33","25","35",
"기타/불명","04시-06시","6월","사고건수[건]","건","17","16","16","16","21",
"기타/불명","04시-06시","6월","사망자수[명]","명","0","1","0","0","0",
"기타/불명","04시-06시","6월","부상자수[명]","명","24","21","23","22","24",
"기타/불명","04시-06시","7월","사고건수[건]","건","25","25","24","23","20",
"기타/불명","04시-06시","7월","사망자수[명]","명","2","3","1","0","2",
"기타/불명","04시-06시","7월","부상자수[명]","명","41","29","33","26","24",
"기타/불명","04시-06시","8월","사고건수[건]","건","16","19","21","25","16",
"기타/불명","04시-06시","8월","사망자수[명]","명","1","2","1","0","2",
"기타/불명","04시-06시","8월","부상자수[명]","명","15","24","22","33","14",
"기타/불명","04시-06시","9월","사고건수[건]","건","11","23","14","19","18",
"기타/불명","04시-06시","9월","사망자수[명]","명","0","1","0","0","2",
"기타/불명","04시-06시","9월","부상자수[명]","명","11","31","18","24","19",
"기타/불명","04시-06시","10월","사고건수[건]","건","16","21","27","27","17",
"기타/불명","04시-06시","10월","사망자수[명]","명","0","1","1","1","0",
"기타/불명","04시-06시","10월","부상자수[명]","명","19","28","35","34","25",
"기타/불명","04시-06시","11월","사고건수[건]","건","12","21","15","23","18",
"기타/불명","04시-06시","11월","사망자수[명]","명","1","1","1","1","2",
"기타/불명","04시-06시","11월","부상자수[명]","명","15","22","16","32","27",
"기타/불명","04시-06시","12월","사고건수[건]","건","14","23","29","14","23",
"기타/불명","04시-06시","12월","사망자수[명]","명","1","0","0","1","3",
"기타/불명","04시-06시","12월","부상자수[명]","명","18","36","39","16","30",
"기타/불명","06시-08시","전체","사고건수[건]","건","411","456","514","526","600",
"기타/불명","06시-08시","전체","사망자수[명]","명","8","12","12","7","9",
"기타/불명","06시-08시","전체","부상자수[명]","명","531","580","660","710","781",
"기타/불명","06시-08시","1월","사고건수[건]","건","28","33","44","41","33",
"기타/불명","06시-08시","1월","사망자수[명]","명","1","0","2","1","0",
"기타/불명","06시-08시","1월","부상자수[명]","명","39","44","56","56","40",
"기타/불명","06시-08시","2월","사고건수[건]","건","24","28","31","40","37",
"기타/불명","06시-08시","2월","사망자수[명]","명","0","1","0","1","0",
"기타/불명","06시-08시","2월","부상자수[명]","명","38","42","42","50","51",
"기타/불명","06시-08시","3월","사고건수[건]","건","25","28","34","26","52",
"기타/불명","06시-08시","3월","사망자수[명]","명","0","0","0","0","0",
"기타/불명","06시-08시","3월","부상자수[명]","명","42","42","42","33","73",
"기타/불명","06시-08시","4월","사고건수[건]","건","41","35","48","33","47",
"기타/불명","06시-08시","4월","사망자수[명]","명","0","0","0","0","0",
"기타/불명","06시-08시","4월","부상자수[명]","명","55","43","58","45","71",
"기타/불명","06시-08시","5월","사고건수[건]","건","31","59","40","32","58",
"기타/불명","06시-08시","5월","사망자수[명]","명","0","0","1","0","0",
"기타/불명","06시-08시","5월","부상자수[명]","명","35","88","45","41","82",
"기타/불명","06시-08시","6월","사고건수[건]","건","38","33","46","44","55",
"기타/불명","06시-08시","6월","사망자수[명]","명","1","3","4","0","0",
"기타/불명","06시-08시","6월","부상자수[명]","명","39","37","51","55","78",
"기타/불명","06시-08시","7월","사고건수[건]","건","37","44","43","52","51",
"기타/불명","06시-08시","7월","사망자수[명]","명","0","3","0","0","1",
"기타/불명","06시-08시","7월","부상자수[명]","명","48","48","53","63","64",
"기타/불명","06시-08시","8월","사고건수[건]","건","32","26","41","50","52",
"기타/불명","06시-08시","8월","사망자수[명]","명","0","0","0","0","0",
"기타/불명","06시-08시","8월","부상자수[명]","명","44","33","62","90","60",
"기타/불명","06시-08시","9월","사고건수[건]","건","51","51","45","53","49",
"기타/불명","06시-08시","9월","사망자수[명]","명","1","1","0","1","1",
"기타/불명","06시-08시","9월","부상자수[명]","명","63","54","59","65","52",
"기타/불명","06시-08시","10월","사고건수[건]","건","42","39","53","55","49",
"기타/불명","06시-08시","10월","사망자수[명]","명","2","2","2","2","2",
"기타/불명","06시-08시","10월","부상자수[명]","명","52","43","69","70","62",
"기타/불명","06시-08시","11월","사고건수[건]","건","30","38","47","57","54",
"기타/불명","06시-08시","11월","사망자수[명]","명","2","1","1","1","1",
"기타/불명","06시-08시","11월","부상자수[명]","명","38","59","60","79","68",
"기타/불명","06시-08시","12월","사고건수[건]","건","32","42","42","43","63",
