RECV_CPLT_DM,NPA_CL,EVT_STAT_CD,EVT_CL_CD,RPTER_SEX,HPPN_OLD_ADDR,HPPN_X,HPPN_Y
1590743295,13,10,215,1,대전광역시 동구 낭월동(행정:산내동) 304,127.46545,36.28417
1590971672,13,10,215,1,대전광역시 대덕구 오정동(행정:오정동) 79-4,127.40854,36.35555
1590971534,13,10,215,2,대전광역시 중구 문화동(행정:문화1동) 1-217,127.41412,36.32069
1590982352,13,10,215,1,대전광역시 중구 옥계동(행정:석교동) 203-1,127.4506,36.304855
1590982380,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1036,127.37829,36.35191
1590985783,13,10,215,2,대전광역시 중구 대사동(행정:대사동) 637,127.41481,36.317574
1590451903,13,10,215,1,대전광역시 유성구 죽동(행정:노은2동) 629,127.32538,36.378742
1590549603,13,10,215,2,대전광역시 서구 둔산동(행정:둔산3동) 2285,127.40221,36.34902
1590562162,13,10,215,2,대전광역시 동구 하소동(행정:산내동) 425-3,127.44029,36.212658
1590631222,13,10,215,1,대전광역시 유성구 원신흥동(행정:원신흥동) 502-8,127.34377,36.339493
1590711752,13,10,215,2,대전광역시 유성구 봉명동(행정:온천1동) 537-8,127.34363,36.355686
1590712087,13,10,215,1,대전광역시 유성구 전민동(행정:전민동) 462-4,127.40353,36.40121
1590982780,13,10,215,2,대전광역시 대덕구 신탄진동(행정:신탄진동) 149-5,127.43701,36.449154
1590983153,13,10,215,1,대전광역시 중구 태평동(태평1동) 554,127.39659,36.323715
1590401344,13,10,215,1,광주광역시 북구 신용동(건국동) 737,126.865524,35.21164
1590550086,13,10,215,2,대전광역시 유성구 봉명동(온천1동) 468-3(유성지점),127.33778,36.35425
1590631536,13,10,215,1,대전광역시 유성구 원신흥동(행정:원신흥동) 502-8,127.34377,36.339493
1590631660,13,10,215,1,대전광역시 중구 목동(행정:목동) 111-12,127.41252,36.33203
1590976371,13,10,215,1,대전광역시 서구 복수동(행정:복수동) 292-13,127.37232,36.30936
1590976587,13,10,215,2,대전광역시 서구 월평동(월평1동) 768(101호),127.36714,36.354584
1590983971,13,10,215,2,대전광역시 대덕구 신일동(목상동) 1673-8,127.400375,36.441372
1590990027,13,10,215,2,대전광역시 대덕구 오정동(행정:오정동) 438-2,127.41679,36.351406
1590402968,13,10,215,1,대전광역시 중구 용두동(행정:용두동) 14-28,127.413216,36.32292
1590464345,13,10,215,2,대전광역시 유성구 상대동(행정:원신흥동) 471-7,127.3391,36.34627
1590654631,13,10,215,2,대전광역시 서구 관저동(행정:관저2동) 1595,127.341576,36.293083
1590714116,13,10,215,1,0,127.40466,36.341686
1590977291,13,10,215,1,대전광역시 동구 용전동(행정:용전동) 23-22,127.440445,36.353767
1590977207,13,10,215,1, ,127.40466,36.341686
1590979372,13,10,215,1,대전광역시 서구 갈마동(행정:갈마2동) 1385,127.37783,36.341755
1590981513,13,10,215,1,대전광역시 서구 도안동(행정:가수원동) 976,127.34738,36.32674
1590981776,13,10,215,1,대전광역시 서구 복수동(행정:복수동) 275-15,127.37405,36.305305
1590373664,13,10,215,2,대전광역시 동구 홍도동(행정:홍도동) 92-3,127.42571,36.34902
1590454582,13,10,215,1,대전광역시 서구 내동(내동) 1-32(맑은아침아파트 107동 704호),127.3804,36.333214
1590564125,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 950,127.380486,36.3583
1590564238,13,10,215,2,대전광역시 유성구 봉명동(온천1동) 468-3(유성지점),127.33778,36.35425
1590633369,13,10,215,1,대전광역시 유성구 송강동(행정:구즉동) 49-1,127.38682,36.435513
1590634006,13,10,215,2,대전광역시 동구 용운동(행정:용운동) 614-1,127.457245,36.335957
1591055406,13,10,215,1,대전광역시 중구 선화동(행정:은행선화동) 225,127.41544,36.339367
1591063470,13,10,215,2,대전광역시 동구 가양동(행정:가양1동) 294-14,127.442345,36.342022
1591066412,13,10,215,2,대전광역시 유성구 원내동(행정:진잠동) 785-1,127.332954,36.30814
1591066855,13,10,215,2,대전광역시 유성구 어은동(행정:온천2동) 99,127.35747,36.3652
1591074409,13,10,215,1,경기도 평택시 신장동(행정:신장2동) 269-135,127.0508,37.07577
1591082850,13,10,215,2,대전광역시 서구 둔산동(행정:둔산1동) 1410,127.38742,36.351997
1590404119,13,10,215,1,대전광역시 서구 만년동(행정:만년동) 264,127.37632,36.365765
1590455125,13,10,215,1,대전광역시 서구 괴정동(행정:괴정동) 135-6,127.375206,36.338303
1586771809,13,10,215,1,0,127.40466,36.341686
1586832548,13,10,215,1,대전광역시 서구 둔산동(행정:둔산1동) 1389,127.389984,36.35327
1587022793,13,10,215,1,대전광역시 대덕구 석봉동(행정:석봉동) 711-38,127.41394,36.451405
1586772366,13,10,215,2,0,127.40466,36.341686
1586846408,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 554,127.39705,36.32423
1586857434,13,10,215,1,경상북도 구미시 송정동(행정:송정동) 454-1,128.35225,36.1162
1586918674,13,10,215,1,0,127.40466,36.341686
1586929692,13,10,215,2,대전광역시 유성구 계산동(행정:진잠동) 721,127.30028,36.3436
1586394816,13,10,215,3,대전광역시 동구 가양동(가양1동) 709,127.43806,36.339443
1586484613,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 908,127.395485,36.36071
1586484961,13,10,215,3,대전광역시 중구 유천동(유천1동) 324-1,127.39278,36.32028
1586506190,13,10,215,1,0,127.40466,36.341686
1586506843,13,10,215,2,대전광역시 중구 목동(행정:목동) 354-16,127.41064,36.3364
1586515855,13,10,215,2,대전광역시 동구 가양동(행정:가양2동) 171-4,127.44932,36.34663
1586598066,13,10,215,1,대전광역시 서구 괴정동(행정:괴정동) 89-19,127.38306,36.334496
1586846880,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 554,127.39705,36.32423
1586847191,13,10,215,1,대전광역시 유성구 탑립동(행정:관평동) 928,127.4124,36.414288
1586930199,13,10,215,2,대전광역시 유성구 계산동(행정:진잠동) 721,127.30028,36.3436
1586953021,13,10,215,3,대전광역시 유성구 구암동(온천1동) 518-32,127.30513,36.360935
1586485337,13,10,215,1,0,127.40466,36.341686
1586741145,13,10,215,2,대전광역시 중구 호동(행정:석교동) 238-11,127.44478,36.306454
1586741259,13,10,215,1,대전광역시 동구 홍도동(행정:홍도동) 8-11,127.4309,36.348392
1586774024,13,10,215,2,0,127.40466,36.341686
1586774320,13,10,215,1,0,127.40466,36.341686
1586835173,13,10,215,2,대전광역시 중구 문화동(행정:문화1동) 311-6,127.405334,36.31914
1587197988,13,10,215,2,대전광역시 중구 은행동(은행선화동) 139-8,127.42611,36.32865
1586485805,13,10,215,1,대전광역시 중구 부사동(행정:부사동) 140-10,127.43026,36.314007
1586486570,13,10,215,2,대전광역시 대덕구 법동(행정:법2동) 190,127.435425,36.368492
1586573660,13,10,215,1,대전광역시 중구 중촌동(행정:중촌동) 10-2,127.40713,36.34071
1586574051,13,10,215,2,대전광역시 중구 중촌동(행정:중촌동) 10-2,127.40713,36.34071
1586574504,13,10,215,2,대전광역시 서구 정림동(행정:정림동) 584,127.36488,36.30508
1586741737,13,10,215,1,대전광역시 유성구 하기동(노은2동) 513(송림마을3단지아파트 307동 1203호),127.32198,36.39009
1586835973,13,10,215,1,대전광역시 동구 성남동(행정:삼성동) 491-2,127.42079,36.337936
1587001277,13,10,215,1,대전광역시 서구 용문동(행정:용문동) 257-1,127.393456,36.33794
1587011243,13,10,215,2,대전광역시 동구 인동(행정:신인동) 354,127.440796,36.32163
1586499085,13,10,215,2,서울특별시 은평구 신사동(행정:신사2동) 352-4,126.91298,37.588985
1586785492,13,10,215,1,대전광역시 서구 용문동(행정:용문동) 369-8,127.40181,36.341415
1586475765,13,10,215,2,대전광역시 동구 삼성동(행정:삼성동) 343-5,127.41485,36.341896
1586487381,13,10,215,2,대전광역시 서구 도마동(행정:도마1동) 117-1,127.38514,36.32183
1586487605,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 950,127.380486,36.3583
1586487854,13,10,215,1,대전광역시 중구 선화동(행정:은행선화동) 280-5,127.42015,36.330025
1586508854,13,10,215,2,대전광역시 서구 내동(행정:내동) 38-40,127.37703,36.33501
1586742737,13,10,215,1,0,127.40466,36.341686
1586860122,13,10,215,1,대전광역시 동구 인동(행정:신인동),127.44081,36.32172
1586933673,13,10,215,2,대전광역시 동구 성남동(행정:성남동) 9-52,127.436584,36.344532
1587019246,13,10,215,2,대전광역시 서구 탄방동(행정:탄방동) 686-1,127.38685,36.3433
1586409850,13,10,215,3,대전광역시 유성구 구성동(온천2동) 23,127.367096,36.368565
1586476447,13,10,215,2,대전광역시 서구 갈마동(행정:갈마1동) 298-2,127.363594,36.353004
1586509039,13,10,215,2,대전광역시 중구 용두동(행정:용두동) 120-5,127.40425,36.32964
1586509698,13,10,215,1,대전광역시 유성구 송강동(행정:구즉동) 199,127.38399,36.433098
1587013566,13,10,215,1,대전광역시 대덕구 대화동(행정:대화동) 35-95,127.415855,36.363888
1586409988,13,10,215,3,대전광역시 유성구 구성동(온천2동) 23,127.367096,36.368565
1586591415,13,10,215,1,대전광역시 중구 오류동(행정:오류동) 153-25,127.40984,36.322662
1586744081,13,10,215,2,0,127.40466,36.341686
1586838763,13,10,215,1,대전광역시 대덕구 신탄진동(행정:신탄진동) 27,127.436874,36.452988
1586852003,13,10,215,1,대전광역시 동구 용운동(행정:용운동) 505-228,127.4484,36.324116
1587005041,13,10,215,1,대전광역시 서구 월평동,127.37921,36.358433
1587087910,13,10,215,1,0,127.40466,36.341686
1587091139,13,10,215,1,대전광역시 중구 오류동(행정:오류동) 192-6,127.40098,36.331394
1586400453,13,10,215,2,대전광역시 유성구 죽동(행정:온천2동) 120-5,127.339096,36.365948
1586510375,13,10,215,1,대전광역시 중구 문창동(행정:문창동) 4-14,127.435974,36.31907
1586510533,13,10,215,1,대전광역시 유성구 장대동(행정:온천2동) 283-4,127.337105,36.358326
1586510477,13,10,215,2,대전광역시 서구 가장동(행정:가장동) 56-8,127.38664,36.335884
1586756933,13,10,215,2,대전광역시 동구 홍도동(행정:홍도동) 848-1,127.418785,36.346127
1587082501,13,10,215,1,0,127.40466,36.341686
1587094666,13,10,215,2,대전광역시 유성구 구암동(행정:온천1동) 611-29,127.33826,36.349567
1586502499,13,10,215,2,대전광역시 유성구 장대동(행정:온천2동) 329-12,127.33521,36.36226
1586510669,13,10,215,1,대전광역시 중구 문창동(행정:문창동) 4-14,127.435974,36.31907
1586510755,13,10,215,2,대전광역시 유성구 노은동(행정:노은1동) 510-11,127.316864,36.367973
1586510850,13,10,215,1,대전광역시 중구 문창동(행정:문창동) 4-14,127.435974,36.31907
1586909844,13,10,215,1,대전광역시 서구 둔산동(행정:둔산2동) 909,127.39624,36.36001
1587107699,13,10,215,1,대전광역시 서구 도마동(행정:도마1동) 117-1,127.38514,36.32183
1587115568,13,10,215,1,대전광역시 중구 문화동(행정:문화1동) 141,127.40879,36.31109
1586439745,13,10,215,1,0,127.40466,36.341686
1586479944,13,10,215,2,대전광역시 유성구 하기동(노은2동) 328-3(지하1층),127.328896,36.39224
1586521656,13,10,215,2,대전광역시 유성구 봉산동(행정:구즉동) 181-12,127.38679,36.43799
1586757843,13,10,215,1,0,127.40466,36.341686
1586841525,13,10,215,1,대전광역시 중구 문화동(행정:오류동),127.405594,36.32047
1587097078,13,10,215,2,대전광역시 서구 둔산동(둔산1동) 1496(엠비빌딩1층),127.38983,36.349667
1587097653,13,10,215,1,대전광역시 유성구 봉명동(행정:온천1동) 451-5,127.33977,36.352966
1587107924,13,10,215,3,대전광역시 동구 홍도동(행정:홍도동) 9-5,127.431435,36.347416
1587110013,13,10,215,2,대전광역시 서구 내동(행정:내동) 17-18,127.37901,36.331913
1586440735,13,10,215,1,대전광역시 유성구 계산동(행정:진잠동) 721,127.301735,36.34347
1586492571,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 292-14,127.37297,36.308758
1586842355,13,10,215,1,대전광역시 서구 도마동(행정:도마1동) 95-8,127.37881,36.319103
1587110487,13,10,215,2,대전광역시 서구 내동(행정:내동) 17-18,127.37901,36.331913
1586594401,13,10,215,1,대전광역시 유성구 장동(행정:신성동) 309-17,127.35416,36.400154
1586747537,13,10,215,1,대전광역시 서구 관저동(행정:관저2동) 1130,127.33418,36.30038
1586747712,13,10,215,1,대전광역시 서구 복수동(행정:복수동) 292-14,127.37297,36.308758
1586481266,13,10,215,2,대전광역시 중구 태평동(행정:태평2동) 551,127.39006,36.32023
1586748661,13,10,215,2,0,127.40466,36.341686
1586748805,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 950,127.380486,36.3583
1586831071,13,10,215,1,대전광역시 대덕구 대화동(행정:대화동) 124-4,127.40873,36.37391
1586854926,13,10,215,1,대전광역시 서구 가수원동(행정:가수원동) 643,127.35154,36.30323
1587202262,13,10,215,2,대전광역시 유성구 관평동(행정:관평동) 900,127.38706,36.424007
1587182225,13,10,215,1,대전광역시 서구 월평동(행정:월평1동) 389,127.359146,36.35685
1587184175,13,10,215,1,대전광역시 서구 월평동(행정:월평1동) 389,127.359146,36.35685
1587190382,13,10,215,1,충청남도 계룡시 신도안면 남선리(행정:신도안면) 1340,127.243546,36.29817
1586392139,13,10,215,2,0,127.40466,36.341686
1587198266,13,10,215,1,대전광역시 유성구 장대동(온천2동) 271-38,127.335,36.36028
1587198493,13,10,215,1,대전광역시 유성구 장대동(온천2동) 271-38,127.335,36.36028
1586482850,13,10,215,1,대전광역시 서구 가장동(행정:가장동) 55,127.38586,36.33301
1585883763,13,10,215,1,대전광역시 서구 둔산동(행정:둔산3동) 1811,127.39923,36.35282
1586071456,13,10,215,2,대전광역시 대덕구 덕암동(행정:덕암동) 4-14,127.42154,36.44539
1586157684,13,10,215,1,대전광역시 유성구 봉명동(원신흥동) 1036( 도안마을6단지 609동 1102호),127.342964,36.347
1585541168,13,10,215,1,0,127.40466,36.341686
1585621994,13,10,215,1,대전광역시 서구 둔산동(행정:둔산1동) 1383,127.3934,36.35659
1585651049,13,10,215,1,대전광역시 중구 선화동(행정:은행선화동) 283,127.421234,36.328415
1585791420,13,10,215,2,대전광역시 서구 정림동(행정:정림동) 290-1,127.36321,36.29865
1585791706,13,10,215,2,대전광역시 중구 중촌동(중촌동) 295-1,127.40503,36.338387
1585804491,13,10,215,2,대전광역시 유성구 화암동(신성동) 63-3,127.3736,36.395306
1585804710,13,10,215,2,대전광역시 동구 가양동(가양1동) 288-3(가양동출장소),127.44328,36.34388
1585972874,13,10,215,3,대전광역시 유성구 계산동(진잠동) 721,127.30286,36.343147
1586053390,13,10,215,1,부산광역시 사상구 엄궁동(행정:엄궁동) 681,128.97589,35.12394
1586139074,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1026,127.37898,36.354572
1586149366,13,10,215,1,대전광역시 중구 산성동(행정:산성동) 279-11,127.38648,36.304054
1585530246,13,10,215,2,대전광역시 유성구 지족동(행정:노은1동) 905-1,127.31835,36.373737
1585541323,13,10,215,2,대전광역시 유성구 관평동(행정:관평동) 672,127.391815,36.419846
1585605599,13,10,215,2,대전광역시 동구 삼성동(행정:삼성동) 321-18,127.42263,36.340225
1585792259,13,10,215,3,대전광역시 중구 목동(목동) 354-34,127.409164,36.336388
1585805869,13,10,215,2,0,127.40466,36.341686
1585805998,13,10,215,2,대전광역시 서구 월평동(행정:월평3동) 301,127.37346,36.35821
1585817003,13,10,215,2,대전광역시 중구 오류동(행정:오류동) 156-5,127.40954,36.321915
1585874964,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 312-2,127.40158,36.32367
1585885017,13,10,215,2,대전광역시 동구 삼성동(행정:삼성동) 482,127.43122,36.34047
1585916115,13,10,215,1,충청남도 논산시 벌곡면 신양리(행정:벌곡면) 475,127.27347,36.21801
1586130644,13,10,215,1,0,127.40466,36.341686
1586149216,13,10,215,1,0,127.40466,36.341686
1586150163,13,10,215,3,대전광역시 대덕구 송촌동(송촌동) 553-8,127.446945,36.36111
1586314682,13,10,215,1,경상남도 김해시 진영읍 진영리(행정:진영읍) 1883,128.72083,35.305565
1585530944,13,10,215,2,0,127.40466,36.341686
1585542518,13,10,215,2,대전광역시 유성구 관평동(행정:관평동) 940,127.390625,36.42626
1585563297,13,10,215,1,대전광역시 서구 갈마동(행정:갈마2동) 343-36,127.37071,36.34841
1585710951,13,10,215,2,0,127.40466,36.341686
1585734030,13,10,215,1,대전광역시 유성구 도룡동(행정:신성동) 4-30,127.39228,36.37599
1585817781,13,10,215,2,대전광역시 중구 오류동(행정:오류동) 156-5,127.40954,36.321915
1585875505,13,10,215,2,대전광역시 동구 가양동(가양2동) 37-3(18-3),127.44735,36.350353
1585885940,13,10,215,2,대전광역시 유성구 전민동(행정:전민동) 466-3,127.40568,36.400017
1585886210,13,10,215,2,대전광역시 유성구 전민동(행정:전민동) 466-3,127.40568,36.400017
1586008458,13,10,215,2,대전광역시 중구 용두동(행정:용두동) 120-5,127.40425,36.32964
1586158823,13,10,215,2,대전광역시 중구 문화동(행정:문화2동) 584-9,127.40191,36.306095
1585544093,13,10,215,2,0,127.40466,36.341686
1585711710,13,10,215,2,대전광역시 대덕구 법동(행정:법1동) 372,127.42903,36.37142
1585819182,13,10,215,1,대전광역시 서구 둔산동(둔산1동) 1544,127.38519,36.353516
1586008942,13,10,215,2,대전광역시 중구 용두동(행정:용두동) 120-5,127.40425,36.32964
1586132926,13,10,215,1,대전광역시 동구 가오동(행정:효동) 592,127.45485,36.306858
1586159734,13,10,215,2,대전광역시 대덕구 평촌동(행정:덕암동) 540-1,127.42338,36.43756
1585544079,13,10,215,2,0,127.40466,36.341686
1585555242,13,10,215,2,0,127.40466,36.341686
1585876454,13,10,215,2,대전광역시 동구 자양동(행정:자양동) 52-27,127.44938,36.338497
1585876689,13,10,215,2,대전광역시 중구 대흥동(행정:대흥동) 508-54,127.4222,36.323776
1586133868,13,10,215,1,대전광역시 동구 대성동(산내동) 30(삼익아파트 106동 1507호),127.45946,36.297745
1586355234,13,10,215,1,대전광역시 중구 산성동(행정:산성동) 116-73,127.39276,36.31014
1585533630,13,10,215,2,0,127.40466,36.341686
1585642639,13,10,215,2,대전광역시 동구 자양동(행정:자양동) 111-1,127.45082,36.3333
1586153097,13,10,215,1,대전광역시 유성구 반석동(행정:노은3동) 612,127.31092,36.395893
1585533776,13,10,215,1,대전광역시 중구 산성동(행정:산성동) 78-1,127.38526,36.30772
1585534160,13,10,215,2,0,127.40466,36.341686
1585642874,13,10,215,2,대전광역시 동구 자양동(행정:자양동) 111-1,127.45082,36.3333
1585809988,13,10,215,2,대전광역시 동구 신흥동(행정:신인동) 12-13,127.4456,36.32159
1585877768,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 553,127.39916,36.333447
1586135224,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1203,127.37884,36.34937
1586153493,13,10,215,2,대전광역시 서구 둔산동(둔산2동) 1025(V 아모레퍼식피),127.37893,36.35486
1585535036,13,10,215,1,대전광역시 유성구 반석동(노은3동) 639-3,127.312775,36.391666
1585547161,13,10,215,2,0,127.40466,36.341686
1585810406,13,10,215,2,대전광역시 동구 신흥동(행정:신인동) 12-13,127.4456,36.32159
1586217843,13,10,215,1,대전광역시 대덕구 비래동(행정:비래동) 138-12,127.45046,36.356045
1586223773,13,10,215,1,0,127.40466,36.341686
1585547893,13,10,215,1,0,127.40466,36.341686
1585645018,13,10,215,1,대전광역시 중구 선화동(행정:은행선화동) 86-20,127.4201,36.336857
1585810977,13,10,215,2,대전광역시 동구 용전동(행정:용전동) 169-5,127.42995,36.353207
1585811197,13,10,215,2,대전광역시 유성구 덕명동(행정:온천1동) 593-1,127.29678,36.348232
1585879000,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 312-2,127.40158,36.32367
1585889981,13,10,215,2,대전광역시 중구 대흥동(행정:대흥동) 496-1,127.42259,36.32669
1586136893,13,10,215,2,대전광역시 서구 둔산동(행정:둔산3동) 1811,127.39917,36.35327
1586145717,13,10,215,2,대전광역시 서구 괴정동(행정:괴정동) 90-15,127.38214,36.334686
1586154874,13,10,215,1,대전광역시 유성구 반석동(행정:노은3동) 612,127.31092,36.395893
1586222700,13,10,215,1,0,127.40466,36.341686
1586224612,13,10,215,3,대전광역시 유성구 어은동(온천2동) 45,127.3555,36.3815
1586237633,13,10,215,1,0,127.40466,36.341686
1586239247,13,10,215,2,대전광역시 서구 용문동(행정:용문동) 594-1,127.39241,36.338444
1585616169,13,10,215,1,대전광역시 서구 둔산동(행정:둔산2동) 907,127.391,36.36435
1585656382,13,10,215,2,대전광역시 동구 자양동(행정:자양동) 195-15,127.450356,36.340042
1585700377,13,10,215,1,0,127.40466,36.341686
1585785274,13,10,215,1,대전광역시 유성구 어은동(행정:온천2동) 109,127.35642,36.362114
1585920764,13,10,215,1,0,127.40466,36.341686
1585920749,13,10,215,2,0,127.40466,36.341686
1586146859,13,10,215,1,대전광역시 대덕구 대화동(행정:대화동) 169,127.41115,36.372196
1586146753,13,10,215,1,대전광역시 동구 용운동(행정:용운동) 460,127.45328,36.32738
1586155725,13,10,215,2,대전광역시 중구 대흥동(행정:대흥동) 493-4,127.42279,36.327244
1586225101,13,10,215,1,대전광역시 유성구 탑립동(행정:관평동) 875,127.40795,36.41649
1586228966,13,10,215,2,대전광역시 서구 내동(행정:내동) 220,127.367645,36.338917
1586236202,13,10,215,2,대전광역시 동구 홍도동(행정:홍도동) 848-12,127.41924,36.345787
1586246452,13,10,215,2,대전광역시 유성구 문지동(행정:전민동) 656,127.40753,36.39386
1585634597,13,10,215,2,0,127.40466,36.341686
1585645904,13,10,215,2,대전광역시 유성구 원신흥동(행정:원신흥동) 541-4,127.338394,36.337383
1585645970,13,10,215,1,대전광역시 중구 산성동(행정:산성동) 283-5,127.38831,36.306087
1585729780,13,10,215,1,대전광역시 중구 산성동(행정:산성동) 292-13,127.390656,36.306137
1585785324,13,10,215,3,대전광역시 동구 효동(효동) 308,127.438614,36.31778
1585785652,13,10,215,1,대전광역시 동구 용전동(행정:용전동) 130-8,127.434265,36.35181
1585799037,13,10,215,2,대전광역시 중구 태평동(행정:태평1동) 263-25,127.40074,36.3258
1585799116,13,10,215,2,대전광역시 서구 도마동(행정:도마1동) 26-26,127.371445,36.32287
1585812466,13,10,215,2,대전광역시 유성구 장대동(행정:온천2동) 167-6,127.330765,36.36151
1586146909,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 283-478,127.376945,36.30983
1586147161,13,10,215,2,대전광역시 중구 태평동(행정:태평1동) 317,127.39968,36.323856
1586147515,13,10,215,2,0,127.40466,36.341686
1586163044,13,10,215,2,대전광역시 동구 용전동(행정:용전동) 82-11,127.42843,36.350433
1586231638,13,10,215,2,대전광역시 동구 판암동(판암1동) 326-2,127.45805,36.315556
1586231703,13,10,215,2,대전광역시 동구 판암동(판암1동) 326-2,127.45805,36.315556
1586244666,13,10,215,1,대전광역시 서구 갈마동(행정:갈마2동) 1129-1,127.37453,36.346107
1586245919,13,10,215,2,대전광역시 중구 문화동(행정:문화2동) 775,127.40007,36.30875
1585618823,13,10,215,1,대전광역시 서구 둔산동(행정:둔산2동) 950,127.380486,36.3583
1585646917,13,10,215,2,대전광역시 서구 관저동(행정:관저2동) 1584,127.34013,36.29301
1585730258,13,10,215,1,대전광역시 유성구 문지동(전민동) 103-16,127.39185,36.391624
1585787241,13,10,215,1,대전광역시 대덕구 석봉동(행정:석봉동) 770,127.41956,36.449474
1585800162,13,10,215,2,대전광역시 서구 관저동(행정:관저1동) 1893-22,127.34046,36.309376
1585812471,13,10,215,2,대전광역시 동구 용전동(행정:용전동) 1,127.43873,36.35815
1585880905,13,10,215,2,대전광역시 유성구 도룡동(신성동) 4-6,127.39305,36.37821
1585891692,13,10,215,2,대전광역시 유성구 죽동(행정:온천2동) 688,127.33557,36.36888
1586246189,13,10,215,2,대전광역시 유성구 문지동(행정:전민동) 656,127.40753,36.39386
1585538243,13,10,215,1,대전광역시 대덕구 목상동(행정:목상동) 23-3,127.41528,36.44874
1585538586,13,10,215,2,0,127.40466,36.341686
1585560494,13,10,215,2,대전광역시 서구 월평동(행정:월평3동) 301,127.37059,36.3582
1585635611,13,10,215,1,0,127.40466,36.341686
1585657641,13,10,215,1,0,127.40466,36.341686
1586307679,13,10,215,2,대전광역시 동구 가양동(행정:가양2동) 105-2,127.45337,36.351173
1586312565,13,10,215,3,대전광역시 유성구 도룡동(신성동) 383-40,127.379166,36.38778
1585539016,13,10,215,1,대전광역시 중구 부사동(행정:부사동) 101-1,127.43537,36.31433
1585719920,13,10,215,2,대전광역시 동구 용운동(행정:용운동) 460,127.44996,36.326553
1585731329,13,10,215,2,대전광역시 유성구 도룡동(행정:신성동) 391,127.37594,36.384865
1585802481,13,10,215,1,대전광역시 유성구 궁동(행정:온천2동) 6-30,127.35233,36.363373
1585903813,13,10,215,2,대전광역시 유성구 신성동(행정:신성동) 116-3,127.35209,36.38551
1586302033,13,10,215,1,대전광역시 동구 성남동(행정:성남동) 520,127.43491,36.34499
1586306395,13,10,215,2,대전광역시 대덕구 평촌동(행정:덕암동) 346,127.42674,36.424698
1586329165,13,10,215,2,대전광역시 유성구 봉명동(원신흥동) 1016-3(BYC빌딩 IBK기업은행 유성반석역지점),127.34297,36.352665
1586331181,13,10,215,2,0,127.40466,36.341686
1586332607,13,10,215,1,대전광역시 유성구 대정동(행정:진잠동) 13,127.33752,36.315563
1585527374,13,10,215,2,대전광역시 대덕구 송촌동(송촌동) 461-1(선비마을3단지아파트 316동 1503호),127.440704,36.36887
1585789964,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 283-271,127.37835,36.30903
1585803069,13,10,215,1,대전광역시 유성구 지족동(행정:노은1동) 907-11,127.3201,36.372326
1585893339,13,10,215,2,대전광역시 동구 홍도동(행정:홍도동) 92-3,127.42571,36.34902
1586329963,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 908,127.39099,36.36178
1586335010,13,10,215,1,대전광역시 유성구 원촌동(행정:전민동) 49-4,127.40465,36.37682
1585528730,13,10,215,1,0,127.40466,36.341686
1585528800,13,10,215,1,0,127.40466,36.341686
1585540260,13,10,215,1,대전광역시 대덕구 평촌동(행정:덕암동) 540-1,127.42379,36.43815
1585541064,13,10,215,2,0,127.40466,36.341686
1585561568,13,10,215,2,대전광역시 대덕구 신탄진동(행정:신탄진동) 22-2,127.437164,36.450775
1585621751,13,10,215,2,대전광역시 동구 인동(행정:신인동) 354,127.440796,36.32163
1585638176,13,10,215,1,대전광역시 서구 도마동,127.38514,36.32183
1585707803,13,10,215,1,0,127.40466,36.341686
1585790860,13,10,215,1,대전광역시 서구 둔산동(둔산1동) 1412(센티온오피스텔 지하2층 관리사무소),127.387115,36.351593
1585816205,13,10,215,2,대전광역시 동구 신흥동(행정:대동) 250,127.43785,36.327137
1588573826,13,10,215,2,대전광역시 중구 오류동(행정:오류동) 188-31,127.40448,36.328575
1588636967,13,10,215,1,대전광역시 서구 도마동(행정:도마2동) 99-36,127.377014,36.31891
1588731779,13,10,215,1,0,127.40466,36.341686
1588132832,13,10,215,1,대전광역시 중구 대흥동(행정:대흥동) 583-2,127.41656,36.32258
1588550458,13,10,215,1,대전광역시 동구 삼성동(행정:삼성동) 343-5,127.41485,36.341896
1588648370,13,10,215,1,대전광역시 서구 탄방동(행정:탄방동) 779,127.39004,36.343994
1588660575,13,10,215,1,0,127.40466,36.341686
1588744875,13,10,215,2,대전광역시 중구 유천동(행정:유천1동) 322-13,127.39359,36.32122
1588745587,13,10,215,2,대전광역시 유성구 죽동(행정:노은2동) 629,127.32538,36.378742
1588816529,13,10,215,2,대전광역시 서구 탄방동(행정:탄방동) 697,127.38629,36.34611
