RECV_DEPT_NM,RECV_CPLT_DM,NPA_CL,EVT_STAT_CD,EVT_CL_CD,RPTER_SEX,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,SME_EVT_YN
충남청,1618808096,19,10,215,3,충청남도 천안시 동남구 원성동 (행정:원성2동) 570-1,127.16105,36.802296,-1
충남청,1618808076,19,10,215,1,충청남도 서천군 마서면 봉남리(행정:마서면) 255,126.67903,36.05912,-1
충남청,1622598835,19,10,215,1,충청남도 계룡시 엄사면 엄사리(행정:엄사면) 282,127.2422,36.286274,-1
충남청,1622600489,31,10,215,1,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 10-4,127.29805,36.60438,-1
대전청,1618808069,13,10,215,1,0,127.40466,36.341686,-1
충남청,1618808755,19,10,215,1,0,0.0,0.0,-1
충남청,1622600209,19,10,215,1,충청남도 서산시 동문동 (행정:동문1동) 637-15,126.45668,36.789787,-1
충남청,1618808256,19,10,215,2,충청남도 공주시 유구읍 유구리(행정:유구읍) 447-1,126.95901,36.55196,-1
충남청,1618808248,19,10,215,3,충청남도 아산시 둔포면 석곡리(행정:둔포면) 1793,127.05545,36.925804,-1
충남청,1618804616,19,10,215,1,충청남도 아산시 탕정면 명암리(행정:탕정면) 933-1,127.058655,36.798298,-1
충남청,1618808293,19,10,215,2,충청남도 서산시 읍내동 (행정:부춘동) 421,126.4459,36.786385,-1
충남청,1622603564,19,10,215,2,충청남도 논산시 반월동 (행정:취암동) 152-1,127.08432,36.20477,-1
대전청,1618804805,13,10,215,1,대전광역시 중구 태평동 (행정:태평1동) 331-34,127.397064,36.326107,-1
충남청,1618808334,19,10,215,3,충청남도 당진시 석문면 통정리(행정:석문면) 1233-1,126.5826,36.985916,-1
충남청,1618808370,19,10,215,1,충청남도 홍성군 홍성읍 오관리(홍성읍) 307-3,126.66601,36.60004,-1
충남청,1618804771,19,10,215,3,충청남도 천안시 서북구 쌍용동 (행정:쌍용2동) 1538,127.117035,36.798584,-1
충남청,1618807402,31,10,215,1,세종특별자치시 세종시 다정동 (행정:다정동) 산28,127.242584,36.49758,-1
충남청,1622601921,19,10,215,2,충청남도 공주시 신관동 (행정:신관동) 5-7,127.14638,36.47147,-1
충남청,1618808501,19,10,215,2,충청남도 천안시 동남구 구성동 (행정:청룡동) 525,127.15606,36.796894,-1
충남청,1622602327,19,10,215,2,0,0.0,0.0,-1
충남청,1622602652,19,10,215,2,충청남도 천안시 서북구 두정동 (행정:부성1동) 2037,127.15053,36.83394,-1
충남청,1618803477,19,10,215,1,충청남도 서산시 석림동 (행정:수석동) 302-58,126.46896,36.769066,-1
충남청,1618803463,19,10,215,3,충청남도 금산군 군북면 동편리(행정:군북면),127.524864,36.17929,-1
충남청,1618808526,19,10,215,1,충청남도 아산시 모종동 (행정:온양3동) 565-2,127.014,36.7843,-1
충남청,1622603787,19,10,215,2,충청남도 천안시 서북구 성정동 (행정:성정2동) 1231,127.13512,36.82755,-1
충남청,1622603292,19,10,215,2,충청남도 공주시 웅진동 (행정:웅진동) 243,127.10818,36.456676,-1
충남청,1618385244,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용3동) 1925,127.11918,36.803463,1
충남청,1618570111,19,10,215,2,충청남도 공주시 산성동(행정:웅진동) 184-5,127.12471,36.45659,-1
충남청,1618385203,19,10,215,1,충청남도 논산시 강경읍 남교리(행정:강경읍) 78-2,127.017044,36.158443,-1
충남청,1618382281,31,10,215,2,세종특별자치시 세종시 연동면 응암리(연동면) 759,127.33929,36.539936,-1
충남청,1618383646,19,10,215,2,충청남도 홍성군 장곡면 가송리(행정:장곡면) 859,126.67613,36.511295,-1
충남청,1618385700,19,10,215,2,충청남도 예산군 대술면 산정리(행정:대술면) 158-13,126.88195,36.646584,-1
충남청,1618836905,31,10,215,1,세종특별자치시 세종시 금남면 용포리(행정:금남면) 120-3,127.281136,36.46401,-1
충남청,1618384463,19,10,215,2,충청남도 당진시 시곡동 (행정:당진3동) 821-2,126.66192,36.903618,-1
충남청,1618386028,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용3동) 1925,127.11918,36.803463,1
충남청,1618386156,31,10,215,1,세종특별자치시 세종시 다정동 (행정:다정동) 363-208,127.247665,36.49275,-1
충남청,1618568735,19,10,215,1,충청남도 천안시 동남구 구성동 (행정:청룡동) 73-1,127.167946,36.80208,-1
충남청,1618382919,19,10,215,1,충청남도 서산시 동문동(동문1동) 804-1,126.45634,36.783768,-1
충남청,1618386603,19,10,215,1,충청남도 서산시 석남동(석남동) 35-24,126.455345,36.769566,1
충남청,1618386588,19,10,215,1,충청남도 천안시 서북구 업성동 (행정:부성1동) 174-1,127.13676,36.857536,-1
대전청,1618567801,13,10,215,2,대전광역시 유성구 봉명동 (행정:온천1동) 642-2,127.349266,36.3581,-1
대전청,1618382352,13,10,215,2,0,127.40466,36.341686,-1
대전청,1618541640,13,10,215,2,대전광역시 서구 내동 (행정:내동) 2,127.38304,36.33221,-1
대전청,1618542144,13,10,215,2,대전광역시 유성구 하기동 (행정:노은2동) 546,127.3316,36.39049,-1
충남청,1618378175,31,10,215,3,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 66-16,127.29491,36.58822,-1
충남청,1618377658,19,10,215,3,충청남도 천안시 동남구 봉명동(봉명동) 216-1,127.13416,36.80389,-1
대전청,1618539661,13,10,215,3,대전광역시 유성구 지족동 (행정:노은1동),127.32623,36.373974,-1
충남청,1618541912,19,10,215,2,충청남도 청양군 청양읍 읍내리(행정:청양읍) 189-4,126.8002,36.45145,-1
충남청,1618380183,19,10,215,1,0,0.0,0.0,-1
대전청,1618543684,13,10,215,3,대전광역시 유성구 구암동(온천1동) 601-15,127.33028,36.35361,-1
충남청,1618541340,19,10,215,2,충청남도 천안시 서북구 불당동(불당동) 1535-1,127.10872,36.81535,-1
충남청,1618375912,19,10,215,1,충청남도 서산시 해미면 대곡리(해미면) 405-10,126.58042,36.690773,1
충남청,1618376122,19,10,215,1,충청남도 천안시 서북구 성정동 (행정:성정2동) 874-1,127.133286,36.82043,-1
충남청,1618376232,19,10,215,1,충청남도 서산시 읍내동(부춘동) 61-3,126.44717,36.776573,1
충남청,1618544067,19,10,215,2,충청남도 천안시 동남구 병천면 탑원리(행정:병천면) 146-3,127.31243,36.76378,-1
충남청,1618538140,19,10,215,2,충청남도 천안시 동남구 구성동(청룡동) 477-5,127.159164,36.79865,-1
충남청,1618540722,19,10,215,3,0,0.0,0.0,-1
충남청,1618543039,19,10,215,2,충청남도 천안시 서북구 불당동 (행정:불당동) 1537-1,127.10817,36.81294,1
충남청,1618543185,19,10,215,2,충청남도 천안시 서북구 두정동 (행정:부성2동),127.13197,36.833214,-1
충남청,1618551553,19,10,215,1,충청남도 천안시 서북구 쌍용동 (행정:쌍용1동) 1227-1,127.12953,36.800278,-1
충남청,1618551410,31,10,215,1,세종특별자치시 세종시 다정동 (행정:다정동) 363-208,127.247665,36.49275,-1
충남청,1618550750,19,10,215,2,충청남도 천안시 서북구 쌍용동(쌍용1동) 198-2,127.12822,36.795353,-1
충남청,1618821965,19,10,215,2,충청남도 아산시 선장면 대흥리(행정:선장면) 280-10,126.86853,36.80841,-1
충남청,1618820941,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용1동) 1233,127.12884,36.80144,-1
충남청,1618379038,19,10,215,3,충청남도 당진시 수청동(당진1동) 998,126.64714,36.901222,-1
충남청,1618551097,19,10,215,2,충청남도 서천군 비인면 선도리(행정:비인면) 599,126.582695,36.136105,-1
대전청,1618376952,13,10,215,2,대전광역시 중구 대흥동 (행정:대흥동) 496-1,127.42259,36.32669,-1
대전청,1618538732,13,10,215,2,대전광역시 유성구 죽동 (행정:노은2동) 629,127.32538,36.378742,-1
충남청,1618544859,19,10,215,1,충청남도 공주시 탄천면 장선리(탄천면) 151-15,127.07073,36.318836,-1
충남청,1618540931,19,10,215,2,충청남도 아산시 염치읍 서원리(행정:염치읍) 36-2,126.96886,36.838715,-1
충남청,1618455816,19,10,215,1,충청남도 천안시 동남구 북면 매송리(행정:북면),127.27538,36.811996,-1
충남청,1618455238,19,10,215,2,충청남도 천안시 동남구 목천읍 신계리(행정:목천읍) 166-36,127.21055,36.776245,-1
충남청,1618455120,19,10,215,3,충청남도 서산시 동문동(동문2동) 926-7,126.45333,36.781944,-1
충남청,1618453043,19,10,215,1,충청남도 당진시 읍내동 (행정:당진1동) 38-4,126.64018,36.89425,-1
충남청,1618453051,31,10,215,2,세종특별자치시 세종시 새롬동 (행정:새롬동) 339,127.24655,36.48372,-1
대전청,1618822312,13,10,215,2,대전광역시 유성구 죽동 (행정:노은2동) 629,127.32538,36.378742,-1
충남청,1618453119,19,10,215,3,충청남도 서산시 운산면 수평리(운산면) 산47,126.62069,36.79513,-1
충남청,1618455437,19,10,215,1,충청남도 아산시 배방읍 장재리(행정:배방읍) 1718,127.10475,36.78718,-1
충남청,1618455620,19,10,215,2,충청남도 천안시 서북구 쌍용동(쌍용2동) 1273,127.12209,36.795727,-1
충남청,1618553838,19,10,215,1,충청남도 아산시 용화동(온양5동) 276,126.998375,36.77371,-1
충남청,1618553062,19,10,215,1,충청남도 천안시 서북구 쌍용동 (행정:쌍용2동) 2041,127.1244,36.79161,-1
충남청,1618454838,19,10,215,3,충청남도 서산시 대산읍 대산리(대산읍) 125-4,126.434326,36.937176,-1
충남청,1618553977,31,10,215,2,세종특별자치시 세종시 보람동(보람동) 621-1,127.29514,36.481785,-1
충남청,1618451675,19,10,215,1,충청남도 천안시 동남구 사직동(중앙동) 176-5,127.15019,36.802,-1
충남청,1618451823,19,10,215,1,충청남도 천안시 서북구 와촌동 (행정:봉명동) 106-17,127.14441,36.809692,-1
충남청,1618453952,31,10,215,2,세종특별자치시 세종시 새롬동 (행정:새롬동) 341-42,127.25358,36.48303,-1
충남청,1618551969,19,10,215,3,충청남도 서산시 예천동(석남동) 556-4,126.43826,36.776283,-1
충남청,1618556682,19,10,215,1,충청남도 서산시 운산면 갈산리(운산면) 729-2,126.56445,36.813393,-1
충남청,1618454947,19,10,215,2,충청남도 홍성군 홍성읍 오관리(행정:홍성읍) 307-3,126.66595,36.600243,-1
충남청,1618456204,19,10,215,1,충청남도 보령시 동대동 (행정:대천3동) 1983,126.61687,36.352764,-1
충남청,1618456137,31,10,215,1,세종특별자치시 세종시 고운동 (행정:고운동),127.2328,36.51044,-1
충남청,1618552395,31,10,215,2,세종특별자치시 세종시 연서면 월하리(행정:연서면) 951-1,127.28027,36.5951,-1
충남청,1618552401,19,10,215,3,충청남도 아산시 온천동 (행정:온양2동) 534,126.99829,36.776707,-1
충남청,1618552344,19,10,215,2,충청남도 홍성군 서부면 어사리(행정:서부면) 732-38,126.46692,36.55133,-1
대전청,1618554672,13,10,215,2,대전광역시 유성구 덕명동(온천1동) 16-1,127.30036,36.351536,-1
충남청,1618380991,19,10,215,2,충청남도 아산시 음봉면 소동리(음봉면) 10-6,127.06051,36.87042,-1
충남청,1618452598,31,10,215,2,세종특별자치시 세종시 보람동(보람동) 629-6,127.29152,36.477657,-1
충남청,1618452630,19,10,215,1,0,0.0,0.0,-1
충남청,1618452707,19,10,215,2,충청남도 아산시 용화동 (행정:온양5동) 295-77,126.997185,36.778748,-1
대전청,1618557109,13,10,215,2,대전광역시 서구 변동 (행정:변동) 1-23,127.38674,36.325813,-1
충남청,1618457029,19,10,215,2,충청남도 서산시 잠홍동(동문1동) 248-8,126.48114,36.789604,-1
충남청,1618554894,19,10,215,1,충청남도 공주시 신관동 (행정:신관동) 274-4,127.13998,36.476337,-1
대전청,1618822620,13,10,215,3,0,127.40466,36.341686,-1
충남청,1618496260,19,10,215,2,충청남도 서산시 석림동 (행정:수석동) 958,126.46187,36.769592,-1
대전청,1619010808,13,10,215,1,0,127.40466,36.341686,-1
충남청,1618826870,19,10,215,2,0,0.0,0.0,-1
대전청,1622603682,13,10,215,1,대전광역시 서구 복수동 (행정:복수동) 292-14,127.37297,36.308758,-1
대전청,1622603791,13,10,215,2,대전광역시 동구 대동 (행정:대동) 407-1,127.443405,36.329937,-1
대전청,1618458615,13,10,215,2,대전광역시 서구 관저동 (행정:관저2동),127.32893,36.29922,-1
충남청,1618458228,19,10,215,2,충청남도 천안시 동남구 신부동 (행정:신안동) 545,127.15887,36.82393,-1
대전청,1618826002,31,10,215,2,대전광역시 유성구 구성동(온천2동) 23,127.3562,36.37134,-1
대전청,1618546136,13,10,215,2,대전광역시 유성구 반석동 (행정:노은3동) 612,127.30958,36.395927,-1
대전청,1618547523,13,10,215,3,대전광역시 동구 용전동(용전동) 169-16,127.43,36.35278,1
충남청,1618547575,19,10,215,3,충청남도 천안시 서북구 백석동 (행정:백석동) ,127.11958,36.82131,-1
충남청,1618546506,19,10,215,3,0,0.0,0.0,-1
대전청,1618550050,13,10,215,2,대전광역시 유성구 봉산동 (행정:구즉동) 294,127.38383,36.440445,-1
충남청,1618546728,19,10,215,3,충청남도 서천군 화양면 옥포리(행정:화양면) 203,126.781845,36.037693,-1
충남청,1618548329,19,10,215,1,0,0.0,0.0,-1
충남청,1618546211,19,10,215,2,충청남도 계룡시 엄사면 엄사리(행정:엄사면) 136-2,127.240845,36.29032,-1
대전청,1618548735,13,10,215,3,대전광역시 유성구 원신흥동(원신흥동) 541-7,127.3384,36.337,-1
대전청,1618548943,13,10,215,3,대전광역시 대덕구 목상동 (행정:목상동),127.412125,36.449066,1
충남청,1618549496,31,10,215,1,세종특별자치시 세종시 대평동 (행정:대평동),127.27794,36.47359,-1
충남청,1618549667,19,10,215,2,경기도 파주시 금촌동 (행정:금촌1동) 946-5,126.77336,37.758774,-1
충남청,1618549667,16,10,215,2,경기도 파주시 금촌동 (행정:금촌1동) 946-5,126.77336,37.758774,-1
충남청,1618545368,19,10,215,2,충청남도 천안시 동남구 신부동 (행정:신안동) 966,127.15303,36.819244,-1
충남청,1618815247,19,10,215,3,충청남도 아산시 신창면 가덕리(행정:신창면) 141-1,126.92672,36.816746,-1
충남청,1618816140,19,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
충남청,1618812230,19,10,215,2,충청남도 천안시 서북구 불당동 (행정:불당동) 805,127.11553,36.80458,-1
충남청,1618815917,19,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
충남청,1619053765,19,10,215,1,충청남도 홍성군 홍성읍 고암리(행정:홍성읍) 572-3,126.67438,36.599323,-1
충남청,1618813154,19,10,215,2,충청남도 논산시 강경읍 남교리(행정:강경읍) 48,127.01999,36.158985,-1
충남청,1618815565,19,10,215,3,충청남도 천안시 동남구 다가동(일봉동) 426-2,127.13517,36.800594,-1
충남청,1618815996,19,10,215,1,충청남도 천안시 동남구 성남면 대화리(성남면) 321,127.26042,36.738155,-1
충남청,1618816140,8,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
대전청,1618813085,13,10,215,3,대전광역시 대덕구 오정동 (행정:오정동),127.409874,36.35383,-1
충남청,1619053991,19,10,215,3,충청남도 천안시 서북구 입장면 도림리(입장면) 341,127.244446,36.914444,-1
충남청,1618982105,19,10,215,1,충청남도 아산시 모종동 (행정:온양3동) 432-2,127.02034,36.779266,-1
대전청,1618814475,13,10,215,1,0,127.40466,36.341686,1
충남청,1618814607,19,10,215,2,충청남도 서산시 지곡면 무장리(지곡면) 1838,126.44361,36.855,1
충남청,1618982044,15,10,215,1,경기도 수원시 장안구 율전동 (행정:율천동) 319,126.96787,37.299934,-1
충남청,1618813371,31,10,215,3,세종특별자치시 세종시 종촌동 (행정:종촌동) 690-2,127.24791,36.502018,-1
대전청,1618982527,13,10,215,2,대전광역시 동구 자양동 (행정:자양동) 6-2,127.45178,36.342728,-1
충남청,1618812596,19,10,215,3,충청남도 서산시 해미면 휴암리(행정:해미면) 127,126.548775,36.70656,-1
충남청,1618813807,19,10,215,2,충청남도 논산시 내동 (행정:취암동) 535,127.10098,36.18912,-1
충남청,1618817270,19,10,215,3,충청남도 천안시 동남구 병천면 병천리(병천면) 160-3,127.297325,36.763424,-1
충남청,1618819400,19,10,215,1,충청남도 천안시 동남구 병천면 병천리(병천면) 319-1,127.29741,36.76324,-1
충남청,1618812571,19,10,215,2,0,0.0,0.0,-1
충남청,1618814708,19,10,215,3,충청남도 천안시 서북구 두정동 (행정:부성2동) 598,127.12781,36.829132,-1
충남청,1618814710,19,10,215,2,충청남도 서산시 지곡면 무장리(지곡면) 1838,126.44361,36.855,1
충남청,1618816493,8,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
대전청,1618820736,13,10,215,2,대전광역시 유성구 노은동 (행정:노은1동) 554-4,127.31655,36.365982,-1
충남청,1618814970,19,10,215,2,충청남도 논산시 양촌면 인천리(행정:양촌면) 14-4,127.24479,36.139427,-1
대전청,1618818322,13,10,215,2,대전광역시 중구 대흥동 (행정:대흥동) 496-1,127.42259,36.32669,-1
충남청,1618815917,8,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
충남청,1618982044,19,10,215,1,경기도 수원시 장안구 율전동 (행정:율천동) 319,126.96787,37.299934,-1
대전청,1619055016,13,10,215,1,대전광역시 서구 둔산동(둔산2동) 1300,127.383354,36.355057,-1
충남청,1618816492,19,10,215,1,서울특별시 송파구 잠실동 (행정:잠실7동) 86,127.07867,37.507164,1
충남청,1618817713,19,10,215,1,충청남도 천안시 동남구 신부동(신안동) 451-6,127.153465,36.818146,-1
충남청,1618812956,19,10,215,2,충청남도 천안시 서북구 불당동(불당동) 1535-1,127.10872,36.81535,-1
충남청,1618648242,19,10,215,2,충청남도 천안시 서북구 성거읍 신월리(행정:성거읍) 2-1,127.16137,36.878628,-1
충남청,1618621693,19,10,215,2,충청남도 아산시 배방읍 공수리(행정:배방읍) 282-5,127.06012,36.772293,-1
충남청,1618985411,19,10,215,2,충청남도 부여군 내산면 지티리(행정:내산면) 산4,126.74678,36.286297,-1
충남청,1619055444,19,10,215,2,0,0.0,0.0,1
충남청,1619055662,19,10,215,2,충청남도 계룡시 엄사면 엄사리(행정:엄사면) 213-11,127.241585,36.281666,1
충남청,1619056261,19,10,215,2,충청남도 홍성군 홍성읍 남장리(행정:홍성읍) 596,126.667076,36.58616,-1
대전청,1619056026,13,10,215,2,0,127.40466,36.341686,-1
충남청,1618619566,19,10,215,2,충청남도 아산시 배방읍 장재리(배방읍) 2082,127.10528,36.796112,-1
충남청,1618534890,19,10,215,1,충청남도 금산군 금산읍 상리(행정:금산읍) 137-3,127.48865,36.102882,-1
충남청,1618534889,19,10,215,3,충청남도 공주시 금흥동(월송동) 267-6,127.14889,36.4775,-1
대전청,1618534937,13,10,215,2,대전광역시 서구 관저동 (행정:관저1동) 1643,127.34446,36.307735,-1
충남청,1618533776,19,10,215,2,충청남도 천안시 동남구 신방동(신방동) 873,127.13033,36.793716,-1
충남청,1618533663,19,10,215,3,충청남도 천안시 서북구 쌍용동(쌍용1동) 861,127.129036,36.8086,-1
충남청,1618534873,31,10,215,2,세종특별자치시 세종시 보람동(보람동) 621-1,127.29325,36.48222,1
대전청,1618388428,13,10,215,1,0,127.40466,36.341686,-1
충남청,1618534108,19,10,215,1,충청남도 서산시 해미면 기지리(행정:해미면) 1-19,126.51104,36.707893,-1
대전청,1618388504,13,10,215,2,대전광역시 중구 대흥동 (행정:대흥동) 496-1,127.42259,36.32669,-1
대전청,1618535700,13,10,215,2,대전광역시 유성구 원신흥동(원신흥동) 488,127.34602,36.34298,-1
충남청,1618387889,19,10,215,2,충청남도 천안시 동남구 청당동 (행정:청룡동) 481,127.15611,36.78683,-1
충남청,1618388759,19,10,215,1,충청남도 아산시 풍기동 (행정:온양6동) 404-33,127.02187,36.77121,1
충남청,1618388835,19,10,215,2,충청남도 계룡시 엄사면 유동리(행정:엄사면) 460,127.23688,36.279102,-1
충남청,1618390332,19,10,215,2,충청남도 논산시 노성면 죽림리(행정:노성면) 347-1,127.080154,36.297184,-1
충남청,1618536271,19,10,215,2,충청남도 서천군 장항읍 성주리(장항읍) 332-37,126.70157,36.01539,-1
충남청,1618530616,19,10,215,1,충청남도 천안시 동남구 수신면 해정리(행정:수신면) 24-4,127.2739,36.726715,-1
충남청,1618537135,19,10,215,2,충청남도 아산시 실옥동(온양4동) 20-48,126.995964,36.788994,-1
충남청,1618537502,19,10,215,2,충청남도 서천군 장항읍 창선2리(행정:장항읍) 366-23,126.701,36.01278,-1
충남청,1618537574,19,10,215,2,충청남도 천안시 서북구 직산읍 삼은리(직산읍) 274-16,127.14596,36.88058,-1
충남청,1618526732,19,10,215,2,충청남도 아산시 실옥동 (행정:온양4동) 169-3,126.989716,36.78876,-1
충남청,1618926731,19,10,215,2,충청남도 서산시 예천동 (행정:석남동) 1328,126.450554,36.76795,-1
충남청,1618518122,19,10,215,1,충청남도 태안군 태안읍 남문리(태안읍) 574-9,126.29484,36.75463,-1
충남청,1618522459,19,10,215,1,충청남도 천안시 서북구 성정동 (행정:성정1동) 696-4,127.1405,36.817135,-1
대전청,1618832887,13,10,215,2,대전광역시 대덕구 석봉동 (행정:석봉동) 483,127.42636,36.453987,1
대전청,1618835216,13,10,215,2,대전광역시 대덕구 석봉동 (행정:석봉동) 483,127.42636,36.453987,1
충남청,1618834752,31,10,215,1,세종특별자치시 세종시 금남면 용포리(행정:금남면) 120-3,127.28101,36.46405,-1
충남청,1618640791,19,10,215,2,충청남도 아산시 모종동 (행정:온양3동) 637,127.02142,36.78437,-1
충남청,1618664115,19,10,215,3,0,0.0,0.0,-1
충남청,1619058731,19,10,215,3,충청남도 천안시 서북구 불당동 (행정:불당동) 1537-1,127.10817,36.81294,-1
대전청,1619058748,13,10,215,2,대전광역시 동구 가양동 (행정:가양1동) 705,127.43729,36.341133,1
대전청,1618878072,13,10,215,3,대전광역시 동구 용전동(용전동) 42-11,127.43254,36.35599,-1
충남청,1619056399,19,10,215,1,충청남도 천안시 서북구 두정동 (행정:부성1동) 1080,127.14017,36.838047,-1
충남청,1619056633,19,10,215,2,0,0.0,0.0,1
충남청,1619056708,19,10,215,1,충청남도 천안시 동남구 구성동 (행정:청룡동) 50,127.16514,36.79936,-1
충남청,1619056905,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용1동) 380-3,127.13181,36.796227,1
대전청,1618877948,13,10,215,2,대전광역시 동구 용전동 (행정:용전동) 46-9,127.433044,36.356262,-1
대전청,1618878327,13,10,215,3,대전광역시 대덕구 상서동 (행정:덕암동) ,127.41762,36.41919,-1
충남청,1618878900,19,10,215,1,충청남도 천안시 동남구 안서동 (행정:신안동) 260-8,127.181946,36.829468,-1
충남청,1618879723,20,10,215,3,전라북도 군산시 나운동 (행정:나운2동) 45-8,126.70602,35.969177,-1
충남청,1619058122,19,10,215,1,충청남도 금산군 금산읍 중도리(행정:금산읍) 382-1,127.49053,36.102493,-1
충남청,1618879582,19,10,215,2,충청남도 천안시 동남구 신부동 (행정:신안동) 988,127.16394,36.817043,-1
충남청,1618879723,19,10,215,3,전라북도 군산시 나운동 (행정:나운2동) 45-8,126.70602,35.969177,-1
대전청,1618880811,13,10,215,1,대전광역시 유성구 장대동 (행정:온천2동) 124-2,127.33342,36.365017,-1
충남청,1619058503,19,10,215,2,충청남도 천안시 서북구 두정동 (행정:부성2동) 561-8,127.12828,36.832577,1
충남청,1619058381,19,10,215,1,충청남도 논산시 연산면 임리(행정:연산면) 125-2,127.1787,36.21237,-1
충남청,1618880053,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용3동) 1923,127.11729,36.801674,-1
충남청,1618881430,19,10,215,2,충청남도 보령시 대천동 (행정:대천2동) 391-15,126.58822,36.35321,-1
충남청,1618881374,19,10,215,2,충청남도 천안시 서북구 성성동(부성2동) 827,127.121666,36.84111,-1
대전청,1618880964,13,10,215,1,대전광역시 대덕구 대화동 (행정:대화동) 568-49,127.404655,36.360947,-1
충남청,1619057269,19,10,215,2,충청남도 태안군 원북면 반계리(행정:원북면) 221-2,126.258194,36.825016,-1
충남청,1618883529,31,10,215,2,세종특별자치시 세종시 반곡동 (행정:소담동) 771-68,127.30286,36.490555,-1
세종,1618672949,31,10,215,1,세종특별자치시 세종시 도담동(도담동) 259,127.256935,36.5178,-1
충남청,1618883881,19,10,215,3,충청남도 논산시 내동(취암동) 940,127.098335,36.185555,-1
충남청,1618732630,31,10,215,1,세종특별자치시 세종시 아름동 (행정:아름동) 1282,127.24732,36.51665,-1
충남청,1618404148,19,10,215,1,충청남도 아산시 온천동 (행정:온양2동) 203-26,126.99789,36.78013,-1
충남청,1618739595,19,10,215,3,충청남도 천안시 서북구 두정동(부성2동) 579,127.129166,36.831665,-1
대전청,1618736557,13,10,215,2,0,127.40466,36.341686,1
충남청,1618738286,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용3동) 2011,127.11968,36.801655,-1
충남청,1618736398,19,10,215,1,충청남도 아산시 탕정면 명암리(행정:탕정면) 304,127.05762,36.82071,-1
충남청,1618626284,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용1동) 202-1,127.128525,36.796463,-1
충남청,1618627795,19,10,215,2,0,0.0,0.0,-1
대전청,1618631169,13,10,215,2,대전광역시 중구 중촌동 (행정:중촌동) 283,127.40617,36.33915,-1
충남청,1618628425,19,10,215,3,충청남도 천안시 서북구 차암동(부성2동) 436,127.10472,36.84139,-1
충남청,1618629451,19,10,215,1,충청남도 공주시 월미동 (행정:신관동),127.12154,36.491478,-1
충남청,1618626638,19,10,215,1,충청남도 천안시 동남구 청당동(행정:청룡동) 517,127.15492,36.78255,-1
대전청,1618630402,13,10,215,1,대전광역시 서구 복수동 (행정:복수동) 292-14,127.372986,36.308693,-1
충남청,1618630604,19,10,215,2,충청남도 논산시 취암동 (행정:취암동),127.088066,36.198982,-1
대전청,1618626495,13,10,215,2,0,127.40466,36.341686,-1
충남청,1618715423,19,10,215,3,충청남도 당진시 송악읍 복운리(행정:송악읍) 1646-7,126.78248,36.942673,-1
충남청,1618980508,19,10,215,1,경기도 파주시 야당동 (행정:운정3동) 975,126.74982,37.71271,-1
충남청,1618978750,19,10,215,2,충청남도 서천군 서천읍 군사리(서천읍) 642-34,126.69045,36.076473,-1
충남청,1618979135,19,10,215,1,충청남도 천안시 서북구 두정동 (행정:부성2동) 940,127.13617,36.833633,-1
충남청,1618980508,16,10,215,1,경기도 파주시 야당동 (행정:운정3동) 975,126.74982,37.71271,-1
대전청,1618977003,13,10,215,2,대전광역시 중구 선화동 (행정:은행선화동) 382-11,127.41912,36.324997,-1
충남청,1618976481,19,10,215,3,충청남도 천안시 서북구 신당동(부성1동) 236-9,127.15322,36.849415,-1
충남청,1618725951,19,10,215,1,충청남도 아산시 배방읍 공수리(행정:배방읍),127.056564,36.774582,1
충남청,1618975981,19,10,215,2,충청남도 아산시 탕정면 갈산리(행정:탕정면) 79-1,127.06862,36.802025,-1
충남청,1618727570,19,10,215,1,충청남도 계룡시 두마면 두계리(행정:두마면) 78-7,127.27277,36.26689,-1
충남청,1618975814,19,10,215,1,충청남도 아산시 둔포면 운용리(둔포면) 123-1,127.075554,36.92861,-1
충남청,1618975920,31,10,215,2,세종특별자치시 세종시 어진동 (행정:도담동) 657,127.264885,36.495644,1
충남청,1618364326,19,10,215,1,충청남도 서산시 지곡면 무장리(지곡면) 1691,126.45167,36.854168,-1
대전청,1618916405,13,10,215,2,대전광역시 서구 둔산동(둔산1동) 1413,127.38731,36.351204,-1
충남청,1618904903,31,10,215,1,세종특별자치시 세종시 소담동 (행정:소담동) 208,127.30213,36.4895,-1
